"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"CHRM3-AS2",6.06506084027628e-20,2.77229297827761,0.973,0.532,1.79732012940747e-15,"CHRM3-AS2"
"HSPA1B",1.6281102432531e-18,2.35042269634578,0.991,0.974,4.82474189485622e-14,"HSPA1B"
"LEF1",7.76888430874504e-16,2.30294953454809,0.973,0.844,2.30223117605351e-11,"LEF1"
"CD40LG",1.14249691923951e-15,2.14959659931584,0.982,0.779,3.38567537047437e-11,"CD40LG"
"LINC00402",1.26390377122605e-15,2.49783007065161,0.864,0.403,3.74545243565127e-11,"LINC00402"
"RP11-664D1.1",3.17087378947389e-15,2.39223304445146,0.909,0.532,9.39656738772692e-11,"RP11-664D1.1"
"LINC01550",1.35117282882508e-14,2.16665362100449,0.973,0.805,4.00406556094023e-10,"LINC01550"
"ANKRD55",2.92244938776817e-14,2.61381162042878,0.818,0.312,8.6603865157122e-10,"ANKRD55"
"TRABD2A",4.69142984711977e-14,2.04156821330331,0.964,0.818,1.39025832089547e-09,"TRABD2A"
"MDS2",9.66656495632716e-14,2.51323556621143,0.873,0.442,2.86458985915799e-09,"MDS2"
"TRAT1",1.25343764236886e-13,1.79996690288801,0.991,0.896,3.71443710939587e-09,"TRAT1"
"SIDT1-AS1",1.30681241249517e-13,2.1486389006183,0.936,0.623,3.8726079031882e-09,"SIDT1-AS1"
"RP11-18H21.1",1.60410248732923e-13,2.04861267989357,0.945,0.753,4.75359731095144e-09,"RP11-18H21.1"
"GCNT4",3.90534724456356e-13,2.46976095852555,0.782,0.338,1.15731060245397e-08,"GCNT4"
"TMEM204",1.23200662081702e-12,2.17475330210388,0.927,0.649,3.65092842012915e-08,"TMEM204"
"MAL",1.57916351270715e-12,1.85227118429926,0.964,0.831,4.67969315355637e-08,"MAL"
"TCF7",1.86596126396054e-12,1.64874777146264,0.991,0.961,5.52958960962066e-08,"TCF7"
"NELL2",4.22430234739662e-12,1.77112834029208,0.955,0.701,1.25182975762751e-07,"NELL2"
"PLCG2",6.42778758119325e-12,2.49541216812093,0.982,0.974,1.90481057181081e-07,"PLCG2"
"CAMK4",8.04636634934537e-12,1.78333314628905,0.945,0.779,2.38446020396501e-07,"CAMK4"
"SPNS3",8.43657012683987e-12,1.75443259344815,0.909,0.701,2.50009319138773e-07,"SPNS3"
"CD5",1.11408311125123e-11,1.66592680198927,0.973,0.831,3.3014738918819e-07,"CD5"
"SPINK2",1.63102070616629e-11,2.22472485213072,0.855,0.571,4.83336676065319e-07,"SPINK2"
"LDLRAP1",2.04391101211632e-11,1.74791688867402,0.964,0.922,6.0569258933055e-07,"LDLRAP1"
"IL7R",2.71640073579913e-11,1.53518708398958,1,0.961,8.04978194046716e-07,"IL7R"
"PIK3IP1",3.09533811849587e-11,1.69179051990271,1,0.961,9.17272498035067e-07,"PIK3IP1"
"INPP4B",3.3346242330975e-11,1.45370292780883,0.955,0.883,9.88182545236113e-07,"INPP4B"
"CD3E",4.83018762330944e-11,1.44618682748136,1,0.961,1.43137780029152e-06,"CD3E"
"LACTB2-AS1",6.4923561033509e-11,1.72740779279919,0.836,0.494,1.92394480766701e-06,"LACTB2-AS1"
"LINC00861",6.64218687483954e-11,1.47064756087885,0.945,0.805,1.96834565848995e-06,"LINC00861"
"FAM134B",7.18265798132074e-11,2.06540319614376,0.927,0.701,2.12850886618459e-06,"FAM134B"
"RP11-489E7.4",7.86738266603351e-11,1.88518344156133,0.9,0.857,2.33142017925237e-06,"RP11-489E7.4"
"CTC-523E23.11",1.14306512532331e-10,1.37293514078572,0.845,0.532,3.38735919238309e-06,"CTC-523E23.11"
"EPHX2",1.22284124741366e-10,1.56677184355947,0.891,0.818,3.62376775258564e-06,"EPHX2"
"CD3D",1.52230447141784e-10,1.40800115944263,1,0.974,4.51119707059964e-06,"CD3D"
"RP11-51J9.5",1.71430838604561e-10,1.77687569499849,0.973,0.87,5.08018147120756e-06,"RP11-51J9.5"
"IGHG1",1.89908266606874e-10,1.93840721296616,0.991,0.883,5.6277415726281e-06,"IGHG1"
"FXYD7",2.00438717867885e-10,1.94942339629104,0.873,0.468,5.93980096529692e-06,"FXYD7"
"IGHA1",2.08279330125995e-10,1.91163673506461,0.991,0.961,6.17214966895374e-06,"IGHA1"
"IL2",2.10119931766959e-10,1.93278883151835,0.609,0.169,6.22669405798206e-06,"IL2"
"IGHG4",2.11734407482279e-10,1.6570813938769,0.973,0.935,6.27453743132985e-06,"IGHG4"
"AC013264.2",2.77308891771514e-10,1.73579587837551,0.864,0.532,8.21777169875705e-06,"AC013264.2"
"FBLN5",3.00670245804135e-10,1.840646058009,0.945,0.792,8.91006206415973e-06,"FBLN5"
"GTSCR1",3.42111360895977e-10,2.50734911444743,0.7,0.312,1.01381280687914e-05,"GTSCR1"
"CD6",3.66948429225314e-10,1.30093676693164,0.973,0.935,1.0874149751663e-05,"CD6"
"TRBC2",4.04877980430366e-10,1.35525424811554,1,0.987,1.19981540720735e-05,"TRBC2"
"RGL4",4.72727562859358e-10,1.41600450977514,0.964,0.922,1.40088085977742e-05,"RGL4"
"CD27",4.99708091873395e-10,1.37892578862359,1,0.974,1.48083495945762e-05,"CD27"
"FCMR",5.45305960133151e-10,1.40935232100209,1,0.961,1.61595968225858e-05,"FCMR"
"APBA2",6.36916520396732e-10,1.43987686257549,0.909,0.831,1.88743841654367e-05,"APBA2"
"RP11-1399P15.1",9.7329946900043e-10,1.86947439313841,0.891,0.74,2.88427564643587e-05,"RP11-1399P15.1"
"IGHG3",1.00542126918575e-09,2.17154970932227,0.964,0.844,2.97946538910505e-05,"IGHG3"
"DGKA",1.06237539124606e-09,1.54224445967846,0.936,0.857,3.14824323441857e-05,"DGKA"
"TSPYL2",1.10640519338944e-09,1.5404353436528,0.991,0.896,3.27872115009028e-05,"TSPYL2"
"TXK",1.10897598270402e-09,1.61929851586514,0.982,0.792,3.28633942714508e-05,"TXK"
"APBB1",1.1505426790578e-09,1.55610696623281,0.918,0.805,3.40951817511988e-05,"APBB1"
"RP11-326C3.11",1.32798242255941e-09,2.19585929872704,0.736,0.442,3.93534311101257e-05,"RP11-326C3.11"
"DNASE1L3",1.77709593381944e-09,1.88359335033385,0.773,0.338,5.26624609028052e-05,"DNASE1L3"
"TRAC",1.78720866882339e-09,1.34765939532681,1,0.974,5.29621416919124e-05,"TRAC"
"UBASH3A",1.79504306582123e-09,1.49615176855552,0.909,0.61,5.31943062125462e-05,"UBASH3A"
"SELL",1.94499191419939e-09,1.30404126270446,0.991,0.974,5.76378903853847e-05,"SELL"
"SIRPG",2.4146809215541e-09,1.44195346450731,0.973,0.831,7.15566544293342e-05,"SIRPG"
"RP3-492J12.2",2.78584831575151e-09,1.2711102469762,0.664,0.26,8.25558289889802e-05,"RP3-492J12.2"
"BCL11B",3.88902552714569e-09,1.12762342124436,0.955,0.935,0.000115247382471435,"BCL11B"
"RP4-594I10.3",3.99565648905877e-09,1.66252611110241,0.873,0.727,0.000118407284396768,"RP4-594I10.3"
"LTB",4.06467748094337e-09,1.32115499145135,1,0.974,0.000120452652470276,"LTB"
"IGHG2",4.52873418389187e-09,1.89343352009213,0.882,0.675,0.000134204508805452,"IGHG2"
"AK5",5.39239015339138e-09,1.82947996182306,0.745,0.403,0.0001597980898056,"AK5"
"CCR7",5.46210666207937e-09,1.29676659351335,0.991,0.896,0.00016186406882406,"CCR7"
"JCHAIN",5.75480311019333e-09,1.65243842484803,0.991,0.831,0.000170537835367469,"JCHAIN"
"ZNF90",6.19016332232412e-09,1.1855576207347,0.991,0.987,0.000183439299893753,"ZNF90"
"SH2D1A",6.55363649269063e-09,1.07194944151517,0.991,0.948,0.000194210463824394,"SH2D1A"
"RP4-539M6.22",7.621506135107e-09,1.81401273500207,0.645,0.273,0.000225855712807761,"RP4-539M6.22"
"LY9",7.76271550507366e-09,1.20558509459183,0.964,0.844,0.000230040311277353,"LY9"
"PLXDC1",7.83778999345548e-09,1.70713161372534,0.755,0.519,0.00023226506866606,"PLXDC1"
"ITPKB-AS1",7.90850451033395e-09,2.21527963775212,0.664,0.26,0.000234360622659236,"ITPKB-AS1"
"CSGALNACT1",8.06211460906781e-09,1.56122347349245,0.845,0.597,0.000238912704325115,"CSGALNACT1"
"RP11-23P13.6",1.03310798744192e-08,1.6646903457934,0.782,0.416,0.000306151220998537,"RP11-23P13.6"
"CD28",1.19003140845823e-08,1.49756885690219,0.918,0.779,0.000352653907582511,"CD28"
"RP11-255M2.3",1.19391772446379e-08,1.17025719467243,0.918,0.87,0.000353805578467599,"RP11-255M2.3"
"TTC39C-AS1",1.25148439343938e-08,1.72870802707748,0.609,0.221,0.000370864885151827,"TTC39C-AS1"
"FXYD1",1.55825351275867e-08,1.45774485561197,0.836,0.61,0.000461772845970903,"FXYD1"
"CD3G",1.66065066886151e-08,1.11382491951069,0.991,0.987,0.000492117219210421,"CD3G"
"FLT3LG",1.72603146742825e-08,1.18340238023403,0.964,0.948,0.000511492165057689,"FLT3LG"
